TP9_power_theta,AF7_power_theta,AF8_power_theta,TP10_power_theta,Right AUX_power_theta,TP9_power_alpha,AF7_power_alpha,AF8_power_alpha,TP10_power_alpha,Right AUX_power_alpha,TP9_power_beta,AF7_power_beta,AF8_power_beta,TP10_power_beta,Right AUX_power_beta,TP9_power_gamma,AF7_power_gamma,AF8_power_gamma,TP10_power_gamma,Right AUX_power_gamma,TP9_de_theta,AF7_de_theta,AF8_de_theta,TP10_de_theta,Right AUX_de_theta,TP9_de_alpha,AF7_de_alpha,AF8_de_alpha,TP10_de_alpha,Right AUX_de_alpha,TP9_de_beta,AF7_de_beta,AF8_de_beta,TP10_de_beta,Right AUX_de_beta,TP9_de_gamma,AF7_de_gamma,AF8_de_gamma,TP10_de_gamma,Right AUX_de_gamma,frontal_alpha_asymmetry,temporal_alpha_asymmetry,TP9_beta_alpha_ratio,TP9_gamma_theta_ratio,AF7_beta_alpha_ratio,AF7_gamma_theta_ratio,AF8_beta_alpha_ratio,AF8_gamma_theta_ratio,TP10_beta_alpha_ratio,TP10_gamma_theta_ratio,Right AUX_beta_alpha_ratio,Right AUX_gamma_theta_ratio,trial_id,emotion
30.467945660946135,12.08136750635728,11.787613407433044,58.972725638509914,0.0,13.768985145392886,7.168930069630435,10.536571373211569,8.734748266971785,0.0,18.7731182311097,29.243696516742276,9.798905992931694,29.83550024073795,0.0,17.543555242356707,13.890074911776214,2.302572291380111,8.320762376620511,0.0,3.0391339709933214,2.510599216221507,2.4647472932758268,3.5146333852233957,0.0,2.6867618848652772,2.3008241678219785,2.3592492361280666,2.569198396491809,0.0,2.855933932171679,2.959775208184675,2.425849738547772,2.9997761238622305,0.0,2.930464491845365,2.8565119871561424,1.878133530469231,2.3589274182605338,0.0,0.3850957732560054,-0.4551094853351785,1.3634351430217684,0.5758036802850967,4.0792274763871275,1.1497104863627574,0.9299899982409523,0.19533829383211865,3.415725253721585,0.14109509585178207,0.0,0.0,happy_trial1,happy
24.836044407151146,14.893924587974192,11.877749593791647,57.082522281849506,0.0,11.091088071579346,4.913077082316383,6.743302506768303,10.588343484426428,0.0,23.81132296113782,19.98493572201553,17.289430176816115,29.223001530422092,0.0,34.3524723847005,11.413930122855904,2.8687828819105476,8.07402209825376,0.0,3.2392934156842603,2.6861516586940826,2.438619970325266,3.552962002901549,0.0,2.7751924031194775,2.477749127231854,2.2571767036938555,2.5721033989921547,0.0,2.845757672078098,2.928499490391985,2.6366258836110568,2.9704124144754314,0.0,3.1291115212321725,2.5469199972943053,1.8116899678210465,2.380116614086769,0.0,0.31664934855876026,-0.04638818465026606,2.146887916428965,1.383170033899236,4.067702457496637,0.7663480538900556,2.563941059919259,0.24152579234250507,2.75992194370422,0.1414447325640848,0.0,0.0,happy_trial1,happy
787.7501104566707,206.0927193283087,14.139699925035094,690.4095301971117,0.0,87.83917553331632,23.293760539664376,9.103028522656242,68.18630996513765,0.0,21.481219681554315,21.547963619467733,6.6204587930708065,15.582902820280214,0.0,21.88401729622883,12.98664512605034,2.2532243311762894,5.204268740359978,0.0,4.207755105933848,3.6226205834753706,2.5372758847843597,4.130730562504812,0.0,3.163584573178287,2.593493666188042,2.318529938362512,3.1152240938789504,0.0,3.0142411695025113,2.8825464083937087,2.522608523680713,2.909123077920083,0.0,2.995244457361316,2.538748962748891,1.8482477316015051,2.365880933101461,0.0,-0.9395783738630099,-0.25326378066107935,0.24455169975249022,0.02778040523985399,0.9250530236491261,0.06301360459685199,0.7272809017922581,0.15935446601457928,0.2285341856484769,0.007537944528189532,0.0,0.0,happy_trial1,happy
19.51365606056406,15.89784355412096,3.3358930846563357,18.012159704276353,0.0,10.126077384426964,6.7425055364145035,7.879841426867566,22.822052216006455,0.0,38.49469066387758,25.922285288197376,6.017217197954961,30.950472508232757,0.0,31.03657448432207,6.635412609191441,2.6549432877673653,7.079314451636858,0.0,4.148870883984942,3.663865794504871,2.1706334253584414,4.116191997809457,0.0,3.4483849277901992,2.9568486753252183,2.3780718718630633,3.3859130967377498,0.0,3.1147205910778832,2.8662466268445437,2.3492303787366504,3.015229307888813,0.0,2.9926316325232323,2.4386114815370243,1.749409935849694,2.3025858791714993,0.0,0.15587618301787853,0.8126132553023075,3.801540241307947,1.590505356240551,3.8446071935445145,0.41737815487747104,0.7636216101204708,0.7958718161260527,1.3561651780986526,0.39302974034350924,0.0,0.0,happy_trial1,happy
373.59723804071336,97.05392431391579,9.486463530129486,330.42650702215406,0.0,60.66725341879905,25.397641225261932,3.4859421111887197,52.50859973302532,0.0,24.99713072989538,19.851333790937556,8.161686416545178,20.106117434775694,0.0,15.798605499865943,10.929935800223456,2.8050557514085086,7.529759414506088,0.0,3.9684525197364655,3.3550481969032306,2.423669873304697,3.9573534086719055,0.0,3.137368078897305,2.776094478447594,1.9685812073195892,3.1308661269293814,0.0,3.020295134517924,2.887228181924889,2.4233051621291177,2.8865359246442854,0.0,2.8134364501698608,2.489159926215925,1.7405554827328196,2.19319168673948,0.0,-1.9859179636650968,-0.14442710947843063,0.41203663131563956,0.042287800580956214,0.7816211598073184,0.1126171443089709,2.341314386752074,0.2956903531510917,0.38291094291154076,0.022788000522000987,0.0,0.0,happy_trial1,happy
33.54688680604293,3.020744426104883,3.6607097253380885,9.735154038192867,0.0,3.267619360242689,3.1149768595290888,3.2239122580607185,12.142460997358064,0.0,32.78252211497126,26.620415038535853,6.9308769279391464,16.41905095334485,0.0,10.080482936158674,9.385844015142656,1.805442941145215,6.621601563374616,0.0,2.856204223241367,2.146215823917257,2.2662667376295014,2.5531684149568457,0.0,2.2600769371509664,2.128545492602264,1.9241149789692273,2.496970202727378,0.0,3.0110089385427847,2.950011192584753,2.334266116968755,2.8314949086832653,0.0,2.6767731282126626,2.4852133097666154,1.8308160010147825,2.3905889882484317,0.0,0.0343738855420237,1.3126467877533885,10.032540054338893,0.3004893716192106,8.545943112304737,3.107129465743838,2.1498342302570284,0.49319478367795255,1.352201251194635,0.6801742979442125,0.0,0.0,happy_trial1,happy
11.55772880373814,3.361659586735885,5.077170529862309,8.99351543401154,0.0,12.751521254485375,5.151640894444896,2.662690855964616,8.780129252260881,0.0,27.64434488338968,28.21894257251079,3.9575522007839004,23.93017481570299,0.0,11.22341500723073,15.789972672034583,2.669156840922121,8.48478654243281,0.0,4.0152360831154015,3.371178778235932,2.159481083495425,3.9485254411788437,0.0,2.9905535555808456,2.5614445661057097,2.054719805031747,2.885816213088449,0.0,3.075755486619159,3.0361063642740658,2.2154625589978387,2.971513006121716,0.0,2.741008459177101,2.5693078605297996,1.8832410472487766,2.430971688045561,0.0,-0.6599780727315545,-0.3731594498079214,2.1679252484050817,0.971074438388242,5.4776610307585685,4.697076626636272,1.4862980401085892,0.5257173902610546,2.725492316558828,0.9434338112381315,0.0,0.0,happy_trial1,happy
1037.8464930879968,242.19383389802144,20.209345406988092,879.8239238860092,0.0,105.53042418358206,50.217721309583716,11.952328958221168,127.45648735600732,0.0,40.064619431792124,18.939378187858544,6.948151159184894,20.058101384646413,0.0,27.460664637315322,9.381416031281635,3.1869803494362663,9.478989838639006,0.0,4.35162248268803,3.621887176692223,2.533462302862512,4.261580703939678,0.0,3.2871907375079887,2.9522412555644637,2.2861168676296555,3.341075444142971,0.0,3.2269886678045134,2.9686099445350327,2.207401476651762,2.8746766041748013,0.0,2.948899540817033,2.549918615257787,1.8870256295001187,2.466601564999674,0.0,-1.435441827241699,0.18877573848199702,0.3796499421063374,0.02645927391015845,0.37714531233033816,0.03873515638398919,0.5813219485017284,0.15769834624720136,0.15737214951330833,0.010773735040951256,0.0,0.0,happy_trial1,happy
12.25203478470037,5.064937811792668,3.9393967899844906,8.974835633411152,0.0,19.15854246348912,3.627660152698217,2.4916572879834984,5.189913231170915,0.0,41.58455981238528,16.205499806048497,6.232965342067334,17.205131299503943,0.0,39.70551013973291,7.948434511502732,2.9142656563364184,7.667502276765049,0.0,3.344665524413436,2.5205666117205516,2.1338007472606466,3.0034135797047905,0.0,2.6330459948542595,2.1741495933291244,2.012422905582479,2.3821218048892523,0.0,3.2677756718603774,2.9016054355049015,2.2357496960691794,2.8439109477183946,0.0,3.2388591970806297,2.4356070834580437,1.910204267291169,2.4523296015591094,0.0,-0.3756397878141928,-1.3060317192182447,2.170549241489372,3.2407278331425218,4.467204512955353,1.5693054498792667,2.5015339677237587,0.7397745928187941,3.315109623767394,0.8543334485297258,0.0,0.0,happy_trial1,happy
23.18479404990697,7.005493433701071,8.376522147391396,7.123249525483931,0.0,7.63989149604337,5.460118832692476,5.181276739532515,5.270325476627656,0.0,41.46148903607718,28.727178856055357,8.03681749378124,13.450764088694456,0.0,53.90618510460336,10.983609421613533,2.5052883028556723,4.604713190479346,0.0,2.94599842636861,2.242539732413987,2.270130590690971,2.5179728799065777,0.0,2.6435649789236284,2.2204198612278963,2.0024661232758563,2.2980124407643894,0.0,3.2254511395899654,2.9216029191918036,2.365942152059424,2.6630892647014406,0.0,3.363259374572311,2.493633790958609,1.927178676043275,2.244383556206571,0.0,-0.0524190530336901,-0.37129128006604306,5.426973544978618,2.325066377054454,5.261273561213571,1.5678566435617938,1.5511268549518273,0.29908454353051006,2.5521695288250075,0.6464343518981069,0.0,0.0,happy_trial1,happy
